"logFC","logCPM","LR","PValue","FDR"
"ENSG00000113916",1.04152655966886,4.46518561756997,11.7921634047981,0.000594805727916462,0.276861317308093
"ENSG00000177427",1.74565016465931,-2.43248405501578,11.6518066297585,0.000641402134772372,0.291765084715205
"ENSG00000149948",2.06381828147273,2.38937348426545,11.5360970388478,0.000682577872857542,0.30359546944986
"ENSG00000260238",0.797911775824253,-0.860289738619966,11.3733065886937,0.000745071215180194,0.306255616268691
"ENSG00000165409",0.471524938071328,5.08561010086554,11.3636799541747,0.000748942870175529,0.306255616268691
"ENSG00000053918",-0.395526842214905,7.96749033906145,11.3634331067888,0.000749042414501944,0.306255616268691
"ENSG00000129255",0.602417700784214,0.975543919039166,11.3267081284316,0.000764002171839318,0.306255616268691
"ENSG00000170289",-1.20928026074369,3.88751878973631,11.3241260947604,0.000765065241740423,0.306255616268691
"ENSG00000127585",0.430956525707466,5.85282671103203,11.2671959532149,0.000788888023965516,0.307218622795668
"ENSG00000184602",0.586096976597516,3.33084805110372,11.2454839525541,0.000798169791924793,0.307218622795668
"ENSG00000184678",1.57270183194563,-0.529643576901028,11.1647146285269,0.000833677917632034,0.310253884487581
"ENSG00000134962",1.33272158275555,2.35806735926686,11.122036081747,0.000853080878774546,0.310253884487581
"ENSG00000198763",1.229779085457,9.22196617176953,11.1063447039195,0.000860328872214807,0.310253884487581
"ENSG00000204219",2.69061377761522,-2.94736888542164,11.0897543369068,0.000868059831691458,0.310253884487581
"ENSG00000117152",0.892134883222797,5.79304267051162,11.0502157624238,0.00088676877969799,0.311380300450092
"ENSG00000213401",2.47372683946233,-2.96918997726845,11.0160541647926,0.000903261425180791,0.311703059051613
"ENSG00000108551",1.0725767622468,2.46015947271083,10.9392704045175,0.000941472356846787,0.317042038104343
"ENSG00000120709",0.447653694774152,4.0362084588819,10.8840455549607,0.000969961506307862,0.317042038104343
"ENSG00000183741",0.373725316667535,4.76376277646864,10.8750644802577,0.000974676356461177,0.317042038104343
"ENSG00000168101",0.524498153903876,0.963244303282359,10.8610240126869,0.000982093747812603,0.317042038104343
"ENSG00000168159",1.44917918547456,1.6497786179839,10.7862530241395,0.0010225666101409,0.318492858875082
"ENSG00000198899",1.21114849203955,9.03503218696194,10.7347428212082,0.00105142614005288,0.318492858875082
"ENSG00000213578",0.926315645817755,1.76064755010168,10.7173851870304,0.00106133552849405,0.318492858875082
"ENSG00000113240",-0.389499445429586,6.42085046509125,10.7137542412455,0.00106342033556232,0.318492858875082
"ENSG00000205702",-2.82886952035892,-2.89346966025883,10.6930241166661,0.00107540269239506,0.318492858875082
"ENSG00000107742",0.469775440537076,6.14823437686935,10.6816002133041,0.00108206417204625,0.318492858875082
"ENSG00000187094",0.763193629681337,4.62415738727429,10.6354442250326,0.00110940632010393,0.320145100306579
"ENSG00000198886",1.2043481849045,10.1120862720609,10.5955677787708,0.0011335908173765,0.320145100306579
"ENSG00000140839",0.790845150313684,1.11408324612643,10.592190614474,0.00113566335856943,0.320145100306579
"ENSG00000123358",1.30677325670793,5.95057300736582,10.5545582124487,0.00115901911346172,0.320579274889279
"ENSG00000198786",1.13012766177733,9.77567243900097,10.5247381711165,0.00117787099139257,0.320579274889279
"ENSG00000277586",0.848154542473278,6.35286400962982,10.5131904767332,0.0011852543763081,0.320579274889279
"ENSG00000198804",1.16231064805615,10.7105403866251,10.4245051840775,0.00124354170538656,0.331859829777493
"ENSG00000122035",1.29324775183491,-0.355099910359436,10.3523219186961,0.00129311929396256,0.339270052422442
"ENSG00000181418",0.581871410582604,3.33772204289146,10.3244123673791,0.00131282052429028,0.339270052422442
"ENSG00000157514",0.634869416589176,3.24931960277972,10.3113272661557,0.00132216158326008,0.339270052422442
"ENSG00000198712",1.09395878748166,8.40375603666461,10.2870137652505,0.00133969728890254,0.339418243511193
"ENSG00000153487",0.548929228601205,2.64287114936804,10.2264523143463,0.00138440689369651,0.346361299716695
"ENSG00000212907",1.1722996039652,6.56840835473368,10.186260804688,0.00141490941927705,0.347204397071513
"ENSG00000180440",1.06480833313338,4.6553740585581,10.1398741729655,0.0014509606725405,0.347204397071513
"ENSG00000178828",2.41063444707915,-2.97212667052742,10.1342599258593,0.00145538665271123,0.347204397071513
"ENSG00000185818",0.424209998399988,4.19745359056253,10.1320082524207,0.00145716559350522,0.347204397071513
"ENSG00000149781",1.19482744563508,1.7606840745217,10.1089124749404,0.00147554008943337,0.347446292823635
"ENSG00000132141",-0.389830877769818,3.04305910495159,10.0459703752955,0.00152681554858203,0.355339688428713
"ENSG00000111799",-0.35475376027622,6.20183591483872,9.95424481261878,0.00160478943054364,0.36737578007084
"ENSG00000198727",1.06961423967003,8.23575275029965,9.9422932369409,0.00161524200081109,0.36737578007084
"ENSG00000125652",0.874665413001253,-0.216946961554835,9.87175796314952,0.0016783507021634,0.375558091080438
"ENSG00000149054",-0.337715631926353,4.19838906865311,9.84682285366636,0.00170125327515582,0.375558091080438
"ENSG00000183864",0.401836848971175,4.26434926290051,9.83779708368968,0.00170962116218659,0.375558091080438
"ENSG00000124659",0.519098379953772,1.66457372079634,9.81996900307351,0.00172627251458408,0.375558091080438
"ENSG00000189077",0.49346343597819,2.13757526564508,9.77760164297632,0.00176650586337606,0.378784048300014
"ENSG00000171574",-0.304210490589034,2.50524419909505,9.73475852961492,0.00180815767201564,0.378784048300014
"ENSG00000183010",0.430735916874012,1.32276332345334,9.72534044663185,0.00181744652629284,0.378784048300014
"ENSG00000132002",1.61047159875985,4.88989877340809,9.71499953490792,0.00182770126195767,0.378784048300014
"ENSG00000274322",-0.30929206639723,5.67076124483865,9.70694845059775,0.00183572583987516,0.378784048300014
"ENSG00000163793",-0.545552451672101,3.71145200655296,9.68356178058727,0.00185923862082364,0.379576159642636
"ENSG00000061492",0.439150561680022,1.71134603628457,9.64224381189886,0.00190152807799116,0.379576159642636
"ENSG00000284762",0.398965734838831,3.91596666410042,9.63012927133546,0.00191411135963608,0.379576159642636
"ENSG00000198888",1.17266073846452,9.65565720906724,9.59684537878076,0.00194911938915913,0.379576159642636
"ENSG00000161671",0.642936695159149,3.2040081166092,9.5879051977371,0.00195863279270566,0.379576159642636
"ENSG00000125810",1.40540241015348,-2.13526150523383,9.58398010969277,0.00196282440535992,0.379576159642636
"ENSG00000154917",0.21155717592494,7.1488758637059,9.57512261967407,0.00197231679254729,0.379576159642636
"ENSG00000184160",0.879764071551831,-0.858809526244876,9.53967540307667,0.00201077301137836,0.383291636407028
"ENSG00000115540",0.620799133763292,2.15566027708126,9.51619395977524,0.00203666550274806,0.384564717334928
"ENSG00000018625",0.467019605461662,3.43559489214106,9.49125957701229,0.00206453038218042,0.386182949526553
"ENSG00000006210",0.620533913029484,4.73565776962397,9.43908701501876,0.00212409207143933,0.391755197224102
"ENSG00000054277",0.596244025682211,5.59667792378603,9.40768838846235,0.00216077467100499,0.391755197224102
"ENSG00000126432",0.596291970870388,1.99721782500224,9.40762629637518,0.00216084784533307,0.391755197224102
"ENSG00000124225",0.458714849734131,5.09488641309748,9.39767154856852,0.00217261188567951,0.391755197224102
"ENSG00000164897",0.665101283727181,0.204456849494945,9.34656173449125,0.00223404195375482,0.393679756592694
"ENSG00000120798",-0.258834111483845,5.84107008966872,9.34102674564304,0.00224079945628014,0.393679756592694
"ENSG00000203772",0.554985959750084,1.31019967985077,9.32427874302874,0.00226137315249642,0.393679756592694
"ENSG00000198633",-0.367486545038886,3.19063398611971,9.3238015661138,0.00226196212881138,0.393679756592694
"ENSG00000116741",1.18746078578236,2.73558841302002,9.30054133057348,0.00229086156786657,0.395272364490082
"ENSG00000143842",0.570458460597131,2.82510827779522,9.28315698347969,0.00231270493956574,0.395630678336823
"ENSG00000175602",0.55065085831895,2.64720015178064,9.22645348706473,0.00238543250318479,0.402894730445013
"ENSG00000145414",0.827010824002776,5.82686038299226,9.19437213374845,0.00242760344498061,0.402894730445013
"ENSG00000012211",1.8335643563217,-0.792890599657691,9.17942411223817,0.00244751022495429,0.402894730445013
"ENSG00000169439",0.428571255354531,3.58554154635072,9.17339020428665,0.00245559263945511,0.402894730445013
"ENSG00000182580",0.931237269069133,3.49507072728736,9.17322374599016,0.00245581599371929,0.402894730445013
"ENSG00000173588",-0.228991438467053,6.19923946823558,9.1169148233537,0.00253256720100614,0.404254849384479
"ENSG00000184508",-1.46287796630418,-2.55125948430083,9.11379772632458,0.00253688635961893,0.404254849384479
"ENSG00000145780",0.511749028951854,4.26648097599213,9.11008766400531,0.00254203689817787,0.404254849384479
"ENSG00000165997",0.698274729775304,3.70753870458386,9.09678733492694,0.00256058862812374,0.404254849384479
"ENSG00000080824",0.928774673827706,8.36387977209038,9.08634065932389,0.0025752563091524,0.404254849384479
"ENSG00000198938",1.05935415447514,8.27629867558046,9.05180168870891,0.00262436078174687,0.404254849384479
"ENSG00000150867",0.273904970143904,6.40228950006357,9.04613461084266,0.00263250803903628,0.404254849384479
"ENSG00000140992",0.275896888383294,5.14094843921023,9.03572642812751,0.00264753827871758,0.404254849384479
"ENSG00000196296",0.492283097621689,2.38560894769372,9.01132667371098,0.00268311589657632,0.404254849384479
"ENSG00000169418",-1.84091543377908,-0.358439677347199,9.0089066461924,0.00268667092619344,0.404254849384479
"ENSG00000130522",0.802850928674344,4.20326560148176,8.95953181828945,0.00276025620936726,0.404254849384479
"ENSG00000181904",0.604313222422606,3.21677363642144,8.94871385331801,0.00277665008783756,0.404254849384479
"ENSG00000169976",1.18745006963106,-0.847611896210665,8.92660975428574,0.00281045541253118,0.404254849384479
"ENSG00000169203",-0.437398205317424,2.82750630344024,8.92080575731633,0.00281940094605004,0.404254849384479
"ENSG00000172461",0.36940067831677,8.48226149469747,8.91744338447089,0.00282459649681872,0.404254849384479
"ENSG00000086967",1.57887532156213,1.02385938521722,8.9110092496843,0.00283456566628912,0.404254849384479
"ENSG00000186226",-2.17082701183492,-2.99571977042992,8.90656282322157,0.00284147591566704,0.404254849384479
"ENSG00000083444",0.393648870683273,3.4835290739938,8.9053410516665,0.00284337768140689,0.404254849384479
"ENSG00000175906",0.986235212339004,0.669849449417628,8.90246419990512,0.00284786079256615,0.404254849384479
"ENSG00000183172",-1.79628320570928,-2.71780687202516,8.86909582816065,0.00290038760551708,0.405206946813196
"ENSG00000113657",1.04202608031508,5.4893047052348,8.86508263216463,0.00290677091685573,0.405206946813196
"ENSG00000228253",1.0821435541742,7.08135805908085,8.85973211860326,0.00291530353940046,0.405206946813196
"ENSG00000169035",-0.64835784770941,0.812456645954492,8.78003485912496,0.00304545379400878,0.420377639221281
"ENSG00000153975",-0.265224618395231,4.17488631951926,8.71605160910993,0.00315420421072616,0.426731129499426
"ENSG00000186513",-1.07931183413055,-1.5933940542496,8.71081966410632,0.00316326946878721,0.426731129499426
"ENSG00000137033",1.35367548352571,1.1812059292039,8.70985717209805,0.00316494003515444,0.426731129499426
"ENSG00000167766",-0.259132359218524,5.11247958576527,8.70305935470849,0.00317676434151459,0.426731129499426
"ENSG00000203760",1.01497014184627,1.70733346579439,8.64564406144471,0.00327844223621659,0.437453475719168
"ENSG00000264364",0.53752659871579,4.38951151557153,8.63036037119106,0.0033060616612255,0.438217378473036
"ENSG00000255823",1.01906311669821,4.03661428611152,8.58903132962704,0.00338193857019162,0.445325661068324
"ENSG00000126337",-1.49123534646986,-2.24412344303984,8.57413893446312,0.00340971168589111,0.446048231327521
"ENSG00000166589",1.32248225483844,-1.41779974245348,8.52165221597404,0.00350945730566261,0.455323837564961
"ENSG00000157823",0.482412187534944,1.64370829617721,8.51303477830407,0.00352611515476237,0.455323837564961
"ENSG00000100167",0.253371196693092,6.56022397832288,8.47682892286246,0.00359698565346288,0.455994663202978
"ENSG00000188229",0.874734511436971,2.93131059604461,8.4717516442597,0.00360703923460259,0.455994663202978
"ENSG00000278705",1.3452188704591,-1.32125573983726,8.46970832534927,0.00361109329467851,0.455994663202978
"ENSG00000205268",0.568584220797483,5.96079864072867,8.46400138745105,0.00362244074190725,0.455994663202978
"ENSG00000185950",0.592477537240431,6.02178734394647,8.45134611494002,0.00364773351857635,0.45630866483941
"ENSG00000109971",1.03166992041909,6.46240301935155,8.42611970518035,0.00369868807260099,0.459808955112477
"ENSG00000148248",1.94660939829121,-3.02869746710593,8.40076117524295,0.00375063928321523,0.463186444110476
"ENSG00000162734",0.466927325297294,5.44586113356124,8.38015623562092,0.00379339813771915,0.463186444110476
"ENSG00000176749",0.695983741128372,4.04826779172014,8.37925368653174,0.00379528237992096,0.463186444110476
"ENSG00000147873",-1.40290376366093,-2.40355015266954,8.36605076589647,0.00382295506066195,0.463702043680957
"ENSG00000269028",1.10681149496551,4.98921937960727,8.33036641602231,0.00389877931269661,0.463702043680957
"ENSG00000151466",-0.22649000256686,7.48152044192236,8.31474512904352,0.00393245216558573,0.463702043680957
"ENSG00000172115",0.857221748910417,4.59145666675022,8.30283382787629,0.00395832657865209,0.463702043680957
"ENSG00000154096",0.553240605003379,5.48123329901496,8.2947430803506,0.00397600049244126,0.463702043680957
"ENSG00000104763",-0.264005914717502,4.99500948578754,8.27418202798547,0.00402127747820517,0.463702043680957
"ENSG00000171302",0.388727616589722,2.82007330121395,8.27212519844804,0.00402583554164705,0.463702043680957
"ENSG00000188674",-0.357962707598557,4.05159548377414,8.26893656930498,0.00403291213890058,0.463702043680957
"ENSG00000162545",0.567077711220922,5.65785975370287,8.2661193548584,0.00403917497860329,0.463702043680957
"ENSG00000143878",0.757800385802783,2.98908535931027,8.25841538050137,0.00405635196827169,0.463702043680957
"ENSG00000259431",0.378621362328708,1.61714021126467,8.25108069155733,0.00407277466253901,0.463702043680957
"ENSG00000212864",0.544649852596198,1.57997561733337,8.23961552816952,0.00409858133373431,0.463702043680957
"ENSG00000123561",-2.36815016707837,-2.83113249007413,8.2150185251033,0.00415450910021079,0.463702043680957
"ENSG00000108861",0.344611243307981,4.33533521184369,8.20872628513598,0.00416894051938277,0.463702043680957
"ENSG00000122417",-0.230999621267635,7.02841696560645,8.20252079901645,0.00418322293911758,0.463702043680957
"ENSG00000102003",0.34192909465998,7.34727456856385,8.19916316279713,0.00419097155872311,0.463702043680957
"ENSG00000110651",0.366930336829264,3.85640538056836,8.18928930646799,0.00421384280572702,0.463702043680957
"ENSG00000170837",0.659771736555843,0.654235232847305,8.16787329372874,0.00426388726554776,0.463702043680957
"ENSG00000139438",0.375957495807227,3.46429282235273,8.16777886098837,0.00426410926838284,0.463702043680957
"ENSG00000171450",0.521031209114806,3.32253091626148,8.16076662541217,0.00428062731919146,0.463702043680957
"ENSG00000135924",0.371398902567444,4.49717714817309,8.1584793197995,0.00428602938201234,0.463702043680957
"ENSG00000176444",-1.28197158347734,-1.83455610349507,8.1053959275475,0.00441336806602069,0.464616714911459
"ENSG00000163617",-0.396209555751863,5.23541488670511,8.0969035635252,0.00443409444541317,0.464616714911459
"ENSG00000130844",0.805389065605573,6.72702823886449,8.08139527725859,0.00447219991997539,0.464616714911459
"ENSG00000004455",-0.249669478909753,4.77587198428223,8.06146077441423,0.00452167132960789,0.464616714911459
"ENSG00000130770",1.9297451270728,-3.02991145065739,8.05917477953044,0.00452737998072438,0.464616714911459
"ENSG00000135249",-0.339125836994832,4.43522784837726,8.05661919798664,0.00453377054036872,0.464616714911459
"ENSG00000113532",0.477913409484579,4.99042429151928,8.05455779944375,0.00453893202456712,0.464616714911459
"ENSG00000099624",0.505649215171606,2.07872231448239,8.04161355456183,0.00457147984208844,0.464616714911459
"ENSG00000107798",-0.22805804542069,5.6245151289912,8.03702440757541,0.00458307606595723,0.464616714911459
"ENSG00000103034",0.276991880848941,7.03133421931645,8.0352906659248,0.00458746481561043,0.464616714911459
"ENSG00000156206",0.24595558803367,6.15644599309657,8.02250764070806,0.0046199558373477,0.464616714911459
"ENSG00000148411",0.43403854941887,3.79746331539554,8.02067023025292,0.0046246452684769,0.464616714911459
"ENSG00000183036",0.690961651117659,4.44202469340012,8.01964960957763,0.00462725218617897,0.464616714911459
"ENSG00000125409",-0.478155539980677,1.24485138592652,8.01468631056652,0.00463995103217044,0.464616714911459
"ENSG00000164096",0.480131543668063,3.28056789386246,8.00578689456774,0.00466280957746647,0.464616714911459
"ENSG00000089199",0.964899880548848,5.96777309072955,8.00458768359918,0.00466589856093946,0.464616714911459
"ENSG00000130725",0.496420568879731,1.82156766818244,7.9875315250777,0.00471005893094876,0.466056819492966
"ENSG00000160908",1.30156640263644,-2.13419300806086,7.97126129076875,0.00475258120600375,0.466056819492966
"ENSG00000103266",0.506866062963864,2.95912619574369,7.9662366446398,0.00476579199542746,0.466056819492966
"ENSG00000024526",-0.577954549993526,0.266530810686062,7.96331063843731,0.00477350227309808,0.466056819492966
"ENSG00000136802",0.473976141321673,4.2545561382824,7.93035672881674,0.00486122120279308,0.472317195989822
"ENSG00000159784",0.360749570570571,4.51138834140299,7.88976812200997,0.0049715237947794,0.480700718611158
"ENSG00000137273",0.724536076876903,0.189220020202695,7.86528120205751,0.00503929888870432,0.484911381045274
"ENSG00000105701",0.440647863560924,4.52326956682162,7.82898956605821,0.00514148338503291,0.486139944020066
"ENSG00000113643",-0.274284510117243,4.6221756584396,7.82669893642975,0.0051480034076295,0.486139944020066
"ENSG00000129355",0.701329914764988,0.976978054940915,7.82218966603379,0.00516086317820056,0.486139944020066
"ENSG00000166557",-0.25195045926676,4.36419251666357,7.81729045699949,0.00517487211060254,0.486139944020066
"ENSG00000118985",0.595205656060166,7.23141302650358,7.81194858650159,0.005190190976078,0.486139944020066
"ENSG00000185668",0.715948359874947,-0.312067470264028,7.80930152951118,0.00519779905172591,0.486139944020066
"ENSG00000267041",-0.298426289156462,3.16405047972604,7.77848067014757,0.00528722453723124,0.489062316844045
"ENSG00000143194",-0.361818561590982,3.56208604508134,7.77418314254189,0.00529981763101244,0.489062316844045
"ENSG00000113649",-0.29635422389764,7.53600803067357,7.7733204144756,0.00530234937572609,0.489062316844045
"ENSG00000184260",1.1928093995377,-1.37334969508345,7.75428551618027,0.00535852360516089,0.491571418421856
"ENSG00000182477",-1.30497363057592,-2.01276283406391,7.74709070061375,0.00537991402796889,0.491571418421856
"ENSG00000146856",-0.306586064207375,6.11387717434492,7.73560348418532,0.00541424651132005,0.491571418421856
"ENSG00000184009",0.787880314759896,4.85740329006379,7.72431093037239,0.00544821494837167,0.491571418421856
"ENSG00000117016",0.252366525460937,6.30621757107788,7.72294001482901,0.00545235347937307,0.491571418421856
"ENSG00000127452",-0.27018682087894,3.88968835172689,7.69587037965309,0.00553473130161946,0.495612620597497
"ENSG00000171532",0.539822999551077,2.21415234270569,7.68479635576518,0.00556879634866242,0.495612620597497
"ENSG00000099797",0.412941958157671,1.44208880169485,7.67725183646019,0.00559212658958936,0.495612620597497
"ENSG00000103522",0.612870199954961,1.61466681322128,7.67345926345291,0.00560389214865835,0.495612620597497
"ENSG00000175573",0.641579528637141,0.116450745511942,7.66796310239256,0.00562098750315422,0.495612620597497
"ENSG00000123415",0.404564151557201,3.92408774483805,7.65303157651007,0.00566769980150782,0.497539524242013
"ENSG00000176571",-0.899050383813038,3.68650075674915,7.64109002012361,0.00570534299162549,0.498656943132682
"ENSG00000128989",0.594556131541832,5.89443711508938,7.6153762062856,0.00578726842338339,0.500049843391334
"ENSG00000145882",-0.240100645764186,4.36313562436786,7.60459054575573,0.00582198834666982,0.500049843391334
"ENSG00000174989",-0.282506149980035,7.05878597029411,7.59645705721034,0.00584831118908353,0.500049843391334
"ENSG00000285946",-1.96808375326971,-3.01734039918482,7.59623715875028,0.00584902454133738,0.500049843391334
"ENSG00000132196",-0.497418088571881,3.32786682363637,7.59586432307514,0.00585023422590191,0.500049843391334
"ENSG00000166405",-0.196907521699213,6.42632814184744,7.58942038968398,0.00587118227314332,0.500049843391334
"ENSG00000113811",0.98126448331959,2.70007301742698,7.56146081223798,0.00596296381524399,0.50571491848351
"ENSG00000186765",0.842436087454529,1.99727079265788,7.53437308447966,0.00605327969544094,0.50969533600315
"ENSG00000111361",-0.261684763225789,4.24086678494903,7.53166285327561,0.00606239262222741,0.50969533600315
"ENSG00000115828",-0.396275743398565,1.92433755619563,7.51562626027218,0.00611660156222457,0.50969533600315
"ENSG00000111859",0.470860520387737,6.01218699787019,7.51290653444942,0.00612584406787818,0.50969533600315
"ENSG00000139318",1.05578010089537,3.31970985960558,7.50547443960088,0.00615117347837448,0.50969533600315
"ENSG00000183114",0.65349040102064,0.579942940590216,7.50210515956287,0.00616269154697788,0.50969533600315
"ENSG00000197362",-0.318116031061444,4.47363677203729,7.46715453115011,0.00628347862334213,0.516175256055424
"ENSG00000177103",0.216618493217465,9.2945644728441,7.46453776305916,0.00629261865988126,0.516175256055424
"ENSG00000124507",0.218430379507656,7.12854129570065,7.43913964563836,0.00638203924636113,0.521373532718032
"ENSG00000100401",0.285689713576899,5.89441359275391,7.42924447620772,0.00641722790430813,0.522117140263119
"ENSG00000182533",0.993046132331373,-1.5077635142566,7.4059683434575,0.00650078425763828,0.526068938916067
"ENSG00000187189",0.908584511155216,4.36371931790203,7.40110952000745,0.00651836606800822,0.526068938916067
"ENSG00000272896",0.450770210116635,1.2295687505307,7.3937676676418,0.00654502495238274,0.526099094064019
"ENSG00000099860",1.3742830959797,0.99353839328583,7.36596780516563,0.00664698150507553,0.530363981026579
"ENSG00000175426",0.952368890753711,6.05587434766489,7.34944678184539,0.00670833955621724,0.530363981026579
"ENSG00000119523",0.3226453760793,2.12780831082482,7.34206859803422,0.00673592821253579,0.530363981026579
"ENSG00000165355",0.66947851729741,6.30550135391504,7.33341697412331,0.00676842618788931,0.530363981026579
"ENSG00000167074",0.306574181838883,4.78375818600249,7.31266666860844,0.00684702447217456,0.530363981026579
"ENSG00000198393",-0.251969314248785,5.31216336143722,7.31115724238761,0.00685277814265457,0.530363981026579
"ENSG00000140941",0.52546798636357,4.04017454291125,7.29709985350611,0.0069066002066649,0.530363981026579
"ENSG00000198794",0.217276498625125,6.49032658109159,7.28636138811166,0.00694800574998809,0.530363981026579
"ENSG00000154478",0.419677491145117,4.36846778984255,7.28613479203069,0.00694888218922811,0.530363981026579
"ENSG00000197405",0.536333936638205,2.01184988358567,7.27995814442649,0.00697281607054335,0.530363981026579
"ENSG00000174460",1.09511247984854,0.870943498654024,7.27321982215722,0.00699902244689303,0.530363981026579
"ENSG00000131368",-0.242927734322412,4.10553418161355,7.27025796965193,0.00701057336141322,0.530363981026579
"ENSG00000169239",-0.231897664891387,5.31415369463041,7.23690944835205,0.00714198122348943,0.530363981026579
"ENSG00000197457",0.330414996851301,5.36991457744858,7.2303075820557,0.00716829246989088,0.530363981026579
"ENSG00000162944",0.762094053516435,2.84153820893501,7.23017502205198,0.00716882179101669,0.530363981026579
"ENSG00000103495",0.37415260554625,3.0137863113014,7.22220904974162,0.00720070388434487,0.530363981026579
"ENSG00000172216",0.498236701167894,1.13796723715272,7.21594791600131,0.00722586439357548,0.530363981026579
"ENSG00000143761",0.484777216416331,4.83608726106297,7.21449763396052,0.00723170518848222,0.530363981026579
"ENSG00000100399",0.551221071255615,1.35225630005716,7.21414384558899,0.00723313075029608,0.530363981026579
"ENSG00000187608",0.638574758569626,2.12157085888082,7.20809017414732,0.00725756807723985,0.530363981026579
"ENSG00000115355",-0.247852278910111,8.70865188182368,7.19900239467296,0.00729441192409031,0.530363981026579
"ENSG00000238227",0.444846961988845,1.2900144573273,7.1976830747715,0.00729977660215869,0.530363981026579
